title,acronym,link
Algorithms and Data Structures Symposium,WADS,"https://cccg-wads-2025.eecs.yorku.ca/Home.html, https://cccg-wads-2025.eecs.yorku.ca/WADS%202025.html"
International Workshop on the Algorithmic Foundations of Robotics,WAFR,"https://www.algorithmic-robotics.org, https://www.algorithmic-robotics.org/"
Workshop on the Arithmetic of Finite Fields,WAIFI,http://waifi.org/
International Conference and Workshops on Algorithms and Computation,WALCOM,"https://tcsuestc.com/walcom2025/index.html, https://tcsuestc.com/walcom2025"
Workshop on Approximation and Online Algorithms,WAOA,https://algo-conference.org/2025/
Workshop on Algorithms And Models For The Web Graph,WAW,https://math.torontomu.ca/waw2025/
Workshop on Computer Architecture Education,WCAE,None
IEEE Wireless Communications and Networking Conference,WCNC,https://wcnc2025.ieee-wcnc.org/
Workshop on Computational Optimization,WCO,https://2025.fedcsis.org/thematic/co
International Conference on Web Information Systems and Technologies,WEBIST,"https://webist.scitevents.org/, https://webist.scitevents.org/?y=2025"
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,https://www.dmi.unict.it/wetice2025/
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,https://algo.uni-trier.de/wg2025/
IEEE/WIC/ACM International Conference on Web Intelligence,WI,https://www.wi-iat.com/wi-iat2025/index.html
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,http://www.wimob.org/wimob2025/
International Conference on Wireless Networks and Mobile Communications,WINCOM,"https://www.wincom-conf.org/WINCOM_2025/, http://wincom-conf.org/WINCOM_2025/"
"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,https://wiopt2025.github.io/
International Workshop on Information Security Applications,WISA,https://www.wisa.or.kr/
International Conference on Web Information Systems Engineering,WISE,"https://wise2024-qatar.com, http://www.wise-conferences.org/"
Workshop in Information Security Theory and Practices,WISTP,https://wistp2024.roc.cnam.fr/
"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,https://www.iiis2025.org/wmsci/website/default.asp?vc=1
"Workshop on Logic, Language, Information and Computation",WoLLIC,https://wollic2025.github.io/
World Conference on Information Systems and Technologies,WorldCIST,https://worldcist.org/
"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,https://american-cse.org/csce2025
"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,https://cgi.cse.unsw.edu.au/~wowmom/2024/
Winter Simulation Conference,WSC,https://meetings.informs.org/wordpress/wsc2025/
"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",WSCG,http://www.wscg.eu/
ACM International Conference on Web Search and Data Mining,WSDM,https://www.wsdm-conference.org/2025/
International World Wide Web Conference,WWW,https://www2025.thewebconf.org/
Conference on Agile Software Development,XP,https://conf.researchr.org/home/xp-2025
